SensorName,Value
Sensor_27057,62.4
Sensor_22795,28.22
Sensor_03435,23.39
Sensor_07766,23.93
Sensor_69582,41.88
Sensor_68483,14.05
Sensor_47893,69.27
Sensor_72810,87.89
Sensor_85187,84.72
Sensor_48481,60.14
Sensor_18151,61.57
Sensor_57174,10.17
Sensor_40352,88.1
Sensor_87233,44.49
Sensor_50746,65.42
Sensor_81220,38.79
Sensor_24608,83.53
Sensor_31889,60.19
Sensor_04679,27.42
Sensor_79197,47.37
Sensor_13712,55.9
Sensor_26579,28.05
Sensor_57975,30.88
Sensor_18940,52.53
Sensor_25880,27.2
Sensor_88663,52.82
Sensor_65487,51.75
Sensor_45184,10.62
Sensor_74576,52.23
Sensor_58137,27.86
Sensor_38373,10.7
Sensor_28365,10.21
Sensor_23427,83.99
Sensor_63951,71.74
Sensor_14051,43.73
Sensor_37544,40.48
Sensor_09032,15.68
Sensor_56694,26.36
Sensor_80390,37.46
Sensor_00612,42.92
Sensor_81713,60.22
Sensor_53735,50.23
Sensor_68962,86.52
Sensor_45388,11.28
Sensor_22485,39.9
Sensor_75261,79.22
Sensor_65794,50.33
Sensor_01764,27.86
Sensor_23293,21.33
Sensor_71120,33.47
Sensor_83998,57.82
Sensor_44734,72.68
Sensor_39771,86.85
Sensor_15693,39.38
Sensor_60694,27.57
Sensor_37949,16.6
Sensor_79171,70.59
Sensor_80421,37.99
Sensor_77600,17.31
Sensor_47498,61.36
Sensor_81146,66.14
Sensor_69591,18.27
Sensor_37458,83.58
Sensor_17322,63.16
Sensor_76232,70.07
Sensor_62127,51.68
Sensor_19324,49.98
Sensor_13225,18.79
Sensor_60385,77.55
Sensor_73399,64.83
Sensor_44284,24.31
Sensor_86747,79.01
Sensor_39239,70.37
Sensor_61587,55.22
Sensor_24484,39.6
Sensor_41963,41.8
Sensor_08980,41.54
Sensor_15227,57.66
Sensor_55840,51.87
Sensor_35473,75.42
Sensor_60525,82.11
Sensor_79308,70.12
Sensor_79257,28.09
Sensor_27352,76.85
Sensor_46935,82.17
Sensor_76623,19.99
Sensor_19907,78.31
Sensor_55697,68.59
Sensor_43433,36.13
Sensor_46764,83.65
Sensor_54722,62.48
Sensor_16289,52.71
Sensor_15690,38.95
Sensor_00921,16.54
Sensor_86700,70.06
Sensor_10760,18.74
Sensor_09721,47.23
Sensor_77932,73.23
Sensor_37535,59.79
Sensor_23626,15.2
Sensor_87894,80.23
Sensor_16279,87.76
Sensor_23275,56.03
Sensor_61249,77.97
Sensor_24024,62.91
Sensor_24423,63.17
Sensor_84304,66.56
Sensor_58773,12.05
Sensor_79816,70.99
Sensor_74403,77.85
Sensor_59056,46.87
Sensor_84528,64.01
Sensor_19018,81.01
Sensor_56010,16.61
Sensor_85466,80.98
Sensor_30703,14.85
Sensor_06041,20.14
Sensor_57491,38.91
Sensor_07296,73.75
Sensor_25163,57.7
Sensor_33378,84.17
Sensor_70285,71.2
Sensor_15191,14.46
Sensor_68099,40.89
Sensor_63767,55.18
Sensor_49584,33.15
Sensor_41944,34.3
Sensor_85973,18.94
Sensor_69987,21.21
Sensor_56800,37.31
Sensor_10738,77.2
Sensor_39874,37.31
Sensor_55864,57.05
Sensor_55819,42.26
Sensor_52357,80.15
Sensor_73463,33.47
Sensor_58346,44.65
Sensor_53996,58.12
Sensor_55061,17.95
Sensor_20616,14.72
Sensor_36335,10.96
Sensor_36673,74.59
Sensor_72890,41.84
Sensor_78850,71.46
Sensor_62918,20.58
Sensor_26464,46.02
Sensor_04684,46.6
Sensor_39436,83.53
Sensor_20095,82.71
Sensor_67628,31.73
Sensor_62183,62.26
Sensor_08918,85.83
Sensor_71409,86.06
Sensor_11222,44.18
Sensor_30652,35.17
Sensor_80506,73.43
Sensor_24482,59.58
Sensor_78022,78.17
Sensor_69776,76.32
Sensor_36294,33.16
Sensor_84220,53.55
Sensor_19668,64.22
Sensor_53996,29.4
Sensor_27595,29.05
Sensor_24599,13.23
Sensor_72249,34.99
Sensor_15081,67.83
Sensor_42104,68.5
Sensor_24903,57.08
Sensor_51664,68.14
Sensor_02634,33.81
Sensor_48300,35.1
Sensor_87729,16.37
Sensor_70999,82.22
Sensor_52256,72.09
Sensor_67900,54.79
Sensor_05488,49.56
Sensor_59396,34.25
Sensor_85774,34.65
Sensor_47044,38.18
Sensor_55036,60.09
Sensor_38315,46.87
Sensor_02150,62.94
Sensor_74774,49.68
Sensor_79817,66.82
Sensor_29151,33.48
Sensor_61975,64.86
Sensor_81985,61.01
Sensor_83490,63.54
Sensor_45115,21.46
Sensor_83088,62.59
Sensor_71552,36.11
Sensor_78343,37.4
Sensor_26946,41.37
Sensor_81813,79.61
Sensor_31771,74.9
Sensor_65623,82.5
Sensor_56662,82.03
Sensor_81522,55.17
Sensor_41343,39.59
Sensor_67039,13.87
Sensor_86785,21.42
Sensor_15388,28.9
Sensor_62670,19.96
Sensor_51142,85.95
Sensor_51081,46.46
Sensor_08313,15.26
Sensor_37338,22.72
Sensor_77823,29.13
Sensor_08155,38.31
Sensor_33948,19.71
Sensor_58519,83.0
Sensor_11671,86.96
Sensor_30508,70.59
Sensor_33833,83.26
Sensor_49660,16.21
Sensor_64526,18.04
Sensor_30943,58.95
Sensor_74077,59.42
Sensor_68645,62.96
Sensor_81920,25.31
Sensor_44144,70.71
Sensor_04471,16.75
Sensor_76454,19.94
Sensor_30919,31.05
Sensor_14879,10.84
Sensor_63982,15.0
Sensor_81262,18.5
Sensor_45676,42.56
Sensor_62524,32.45
Sensor_02076,76.79
Sensor_54810,88.16
Sensor_00065,24.54
Sensor_73225,22.76
Sensor_37616,47.5
Sensor_50503,77.17
Sensor_53246,26.1
Sensor_48448,29.91
Sensor_47796,46.89
Sensor_26349,81.68
Sensor_31309,46.9
Sensor_23832,45.11
Sensor_34719,52.76
Sensor_42303,19.75
Sensor_75825,54.55
Sensor_17473,12.99
Sensor_68080,54.73
Sensor_36808,69.64
Sensor_02998,20.86
Sensor_03561,48.09
Sensor_61927,66.66
Sensor_31179,40.77
Sensor_61290,43.42
Sensor_05698,71.0
Sensor_54903,46.45
Sensor_09310,52.29
Sensor_89635,50.87
Sensor_86615,57.12
Sensor_08345,40.92
Sensor_06899,15.68
Sensor_44822,23.14
Sensor_16002,55.89
Sensor_35134,50.95
Sensor_09839,71.74
Sensor_41222,39.5
Sensor_41927,75.41
Sensor_45898,63.09
Sensor_04705,27.32
Sensor_40180,16.51
Sensor_35612,69.78
Sensor_12104,38.55
Sensor_28976,39.28
Sensor_09895,30.18
Sensor_77112,30.92
Sensor_07481,12.4
Sensor_49093,78.51
Sensor_13297,82.39
Sensor_46211,63.01
Sensor_88746,55.06
Sensor_85002,19.42
Sensor_54605,31.98
Sensor_79216,66.81
Sensor_19388,40.51
Sensor_81402,64.03
Sensor_34619,21.76
Sensor_12653,72.01
Sensor_11802,28.9
Sensor_30233,20.18
Sensor_20443,74.57
Sensor_54738,11.62
Sensor_24450,55.14
Sensor_74977,22.01
Sensor_11358,82.02
Sensor_43191,34.59
Sensor_57590,26.31
Sensor_31973,28.28
Sensor_86843,18.88
Sensor_44873,71.16
Sensor_74865,85.09
Sensor_59602,33.63
Sensor_16784,76.59
Sensor_24117,39.07
Sensor_70554,72.94
Sensor_46139,83.78
Sensor_00165,30.66
Sensor_53463,69.63
Sensor_64007,35.64
Sensor_13401,21.57
Sensor_15027,73.94
Sensor_58505,10.09
Sensor_67612,75.05
Sensor_65322,46.91
Sensor_79730,61.59
Sensor_25842,39.74
Sensor_02860,12.86
Sensor_12254,10.12
Sensor_50323,63.67
Sensor_30442,86.69
Sensor_31883,10.92
Sensor_78641,76.7
Sensor_79773,78.68
Sensor_77134,84.23
Sensor_04075,39.96
Sensor_55115,76.67
Sensor_65652,49.91
Sensor_47601,81.25
Sensor_89468,60.74
Sensor_71292,85.16
Sensor_75927,44.47
Sensor_20287,28.04
Sensor_77100,16.91
Sensor_84572,59.66
Sensor_26503,50.85
Sensor_40994,58.2
Sensor_85032,63.53
Sensor_35824,24.46
Sensor_46146,19.54
Sensor_46400,65.7
Sensor_45043,81.02
Sensor_65313,13.14
Sensor_48686,23.14
Sensor_58723,13.73
Sensor_66214,31.61
Sensor_33767,23.17
Sensor_14072,83.71
Sensor_64400,75.21
Sensor_45116,35.36
Sensor_05344,31.29
Sensor_31431,54.98
Sensor_76976,14.75
Sensor_04091,20.95
Sensor_56071,20.02
Sensor_40102,84.05
Sensor_64838,22.39
Sensor_05235,77.47
Sensor_23650,82.81
Sensor_66482,65.12
Sensor_60195,65.44
Sensor_61238,87.26
Sensor_72383,40.33
Sensor_17397,77.07
Sensor_61705,50.21
Sensor_29125,23.54
Sensor_69660,70.21
Sensor_37133,34.96
Sensor_66007,36.45
Sensor_22116,13.69
Sensor_24057,53.69
Sensor_20653,31.88
Sensor_79778,36.03
Sensor_15753,54.75
Sensor_56351,13.26
Sensor_76948,70.28
Sensor_34733,37.74
Sensor_51405,70.92
Sensor_17581,21.47
Sensor_61503,10.52
Sensor_89965,68.89
Sensor_65508,77.72
Sensor_60497,81.4
Sensor_84384,16.1
Sensor_86560,74.86
Sensor_47914,12.21
Sensor_25069,36.07
Sensor_36692,83.05
Sensor_71461,76.02
Sensor_85473,36.17
Sensor_29547,18.73
Sensor_20522,30.09
Sensor_74924,29.76
Sensor_64624,32.55
Sensor_42229,73.39
Sensor_61616,22.42
Sensor_43288,42.91
Sensor_21687,41.28
Sensor_34686,41.94
Sensor_17187,31.84
Sensor_11770,83.12
Sensor_27108,65.85
Sensor_22015,55.01
Sensor_83783,83.13
Sensor_82514,70.14
Sensor_22281,37.27
Sensor_74681,73.91
Sensor_26058,21.47
Sensor_60339,83.15
Sensor_20887,70.89
Sensor_89824,75.84
Sensor_40830,10.07
Sensor_20383,56.49
Sensor_02418,28.02
Sensor_69884,22.5
Sensor_82818,71.69
Sensor_37038,81.72
Sensor_74037,24.99
Sensor_72149,65.52
Sensor_64106,88.16
Sensor_73224,70.43
Sensor_60039,38.07
Sensor_77169,44.25
Sensor_48654,72.39
Sensor_17658,77.1
Sensor_02977,18.77
Sensor_01836,18.25
Sensor_14435,73.45
Sensor_77290,11.97
Sensor_13173,36.46
Sensor_25288,45.95
Sensor_85097,69.45
Sensor_17269,74.14
Sensor_01870,48.4
Sensor_41733,41.67
Sensor_74976,81.74
Sensor_09293,33.17
Sensor_61157,22.43
Sensor_00192,45.26
Sensor_63142,47.58
Sensor_74439,67.33
Sensor_27740,83.59
Sensor_75493,54.78
Sensor_01336,12.77
Sensor_07475,72.39
Sensor_09008,47.42
Sensor_14319,58.29
Sensor_21543,40.96
Sensor_60088,12.29
Sensor_66054,75.51
Sensor_04606,68.75
Sensor_89093,25.4
Sensor_22295,66.61
Sensor_03712,25.82
Sensor_04208,64.32
Sensor_52093,61.62
Sensor_20172,38.16
Sensor_43019,17.66
Sensor_76528,80.27
Sensor_46276,13.19
Sensor_54140,30.87
Sensor_59810,62.09
Sensor_64887,56.14
Sensor_54998,14.9
Sensor_84683,46.9
Sensor_16598,45.29
Sensor_09255,64.48
Sensor_34803,39.49
Sensor_73864,34.29
Sensor_32574,22.84
Sensor_49946,80.04
Sensor_89199,20.95
Sensor_74410,45.96
Sensor_52379,28.11
Sensor_08808,57.75
Sensor_02164,56.7
Sensor_89468,32.46
Sensor_59271,88.66
Sensor_58920,70.81
Sensor_30847,28.25
Sensor_35786,86.57
Sensor_74534,19.47
Sensor_36650,16.59
Sensor_36214,52.2
Sensor_29996,72.57
Sensor_75839,45.27
Sensor_11200,73.66
Sensor_09664,87.81
Sensor_21225,34.53
Sensor_30114,83.42
Sensor_44109,86.0
Sensor_12589,78.68
Sensor_83211,10.78
Sensor_35695,73.72
Sensor_72558,83.77
Sensor_24462,37.7
Sensor_16027,15.1
Sensor_20578,45.78
Sensor_43810,67.19
Sensor_19100,55.17
Sensor_20634,82.06
Sensor_61004,44.42
Sensor_36835,39.55
Sensor_25041,79.18
Sensor_07845,24.98
Sensor_36355,30.01
Sensor_69719,21.8
Sensor_51891,70.6
Sensor_45884,87.01
Sensor_62664,48.45
Sensor_35629,34.36
Sensor_86899,36.8
Sensor_58538,45.92
Sensor_89413,83.96
Sensor_53044,71.81
Sensor_30971,30.67
Sensor_20670,69.89
Sensor_11790,76.51
Sensor_06637,37.53
Sensor_03700,34.61
Sensor_23464,84.65
Sensor_74723,46.42
Sensor_61670,28.05
Sensor_51864,71.15
Sensor_59933,40.93
Sensor_00786,53.6
Sensor_77587,10.84
Sensor_84359,47.91
Sensor_41593,61.73
Sensor_14060,15.37
Sensor_21361,19.26
Sensor_61427,41.4
Sensor_77865,51.62
Sensor_64039,87.84
Sensor_20301,74.18
Sensor_14282,72.5
Sensor_81387,72.76
Sensor_89396,35.13
Sensor_58339,76.85
Sensor_40606,87.01
Sensor_33821,89.22
Sensor_37860,53.97
Sensor_44411,50.61
Sensor_73880,77.64
Sensor_33855,30.89
Sensor_49582,63.8
Sensor_53754,88.17
Sensor_39621,80.98
Sensor_53897,68.09
Sensor_32168,44.2
Sensor_17009,65.34
Sensor_63936,34.58
Sensor_81169,64.05
Sensor_85880,38.71
Sensor_72803,28.99
Sensor_09756,74.56
Sensor_04152,52.63
Sensor_35361,20.54
Sensor_64837,84.81
Sensor_28861,72.61
Sensor_17313,75.71
Sensor_25019,53.99
Sensor_52954,80.66
Sensor_31309,78.13
Sensor_08911,25.66
Sensor_71076,75.31
Sensor_55912,37.52
Sensor_73255,79.63
Sensor_32797,79.57
Sensor_23612,49.81
Sensor_34215,69.67
Sensor_51109,12.93
Sensor_81719,49.8
Sensor_01532,51.94
Sensor_06425,10.88
Sensor_49006,33.6
Sensor_41140,39.14
Sensor_21662,63.5
Sensor_25598,49.72
Sensor_72315,84.23
Sensor_41086,80.97
Sensor_16451,75.29
Sensor_68484,36.46
Sensor_47790,49.6
Sensor_84185,38.64
Sensor_75963,71.84
Sensor_08994,19.78
Sensor_74334,72.82
Sensor_02389,58.17
Sensor_78414,73.92
Sensor_77947,79.09
Sensor_19698,74.88
Sensor_28091,51.59
Sensor_27186,66.48
Sensor_56137,81.9
Sensor_88747,40.65
Sensor_72267,43.29
Sensor_01804,57.54
Sensor_18045,23.47
Sensor_49085,72.69
Sensor_77981,55.04
Sensor_18104,75.06
Sensor_14669,50.09
Sensor_66616,39.85
Sensor_51019,11.38
Sensor_58400,33.96
Sensor_60366,15.89
Sensor_56032,85.45
Sensor_60059,26.89
Sensor_02710,36.39
Sensor_88658,67.94
Sensor_58638,25.83
Sensor_69313,25.51
Sensor_15129,48.92
Sensor_03711,24.36
Sensor_09898,79.9
Sensor_84568,27.03
Sensor_37164,29.61
Sensor_40683,40.92
Sensor_53956,28.71
Sensor_11690,31.1
Sensor_18957,25.63
Sensor_36871,32.49
Sensor_71615,68.86
Sensor_50581,59.86
Sensor_79687,83.71
Sensor_72245,49.79
Sensor_42852,51.55
Sensor_83502,34.06
Sensor_25418,23.74
Sensor_16613,72.26
Sensor_79860,18.97
Sensor_14103,66.9
Sensor_76087,63.05
Sensor_81573,38.67
Sensor_73252,81.44
Sensor_42198,84.04
Sensor_61799,45.4
Sensor_82879,74.86
Sensor_53414,30.18
Sensor_55767,54.62
Sensor_38318,62.66
Sensor_85638,73.19
Sensor_72614,53.88
Sensor_51812,25.14
Sensor_02206,25.1
Sensor_83157,56.81
Sensor_20749,69.19
Sensor_79561,75.28
Sensor_19596,10.85
Sensor_83423,22.82
Sensor_57390,10.38
Sensor_52851,59.39
Sensor_61107,31.74
Sensor_19150,51.68
Sensor_54862,86.63
Sensor_18386,56.73
Sensor_75181,25.8
Sensor_24187,55.1
Sensor_88433,84.07
Sensor_77305,67.56
Sensor_21147,51.37
Sensor_56001,88.77
Sensor_89223,88.08
Sensor_38085,25.88
Sensor_15436,27.4
Sensor_00804,21.85
Sensor_87107,51.14
Sensor_23000,50.67
Sensor_78072,66.77
Sensor_52799,85.0
Sensor_39918,12.43
Sensor_86035,14.8
Sensor_28092,36.32
Sensor_30721,15.49
Sensor_08354,66.81
Sensor_64590,70.05
Sensor_34202,27.76
Sensor_89492,79.5
Sensor_75228,36.33
Sensor_31688,20.26
Sensor_33583,89.07
Sensor_88207,21.63
Sensor_28927,60.13
Sensor_64490,20.13
Sensor_23281,71.77
Sensor_89288,69.84
Sensor_60402,86.23
Sensor_09253,14.28
Sensor_17917,45.97
Sensor_75144,56.91
Sensor_51764,71.4
Sensor_71525,55.45
Sensor_48703,20.85
Sensor_70844,89.95
Sensor_47428,13.82
Sensor_42441,51.04
Sensor_66584,79.34
Sensor_83452,66.92
Sensor_04961,13.85
Sensor_45772,64.27
Sensor_40309,62.43
Sensor_61207,45.99
Sensor_24757,31.16
Sensor_00002,88.14
Sensor_69882,46.3
Sensor_29258,17.77
Sensor_44123,36.32
Sensor_30271,29.79
Sensor_73614,20.43
Sensor_83178,28.41
Sensor_19081,43.69
Sensor_71434,68.33
Sensor_07347,67.93
Sensor_76131,28.8
Sensor_43810,77.92
Sensor_13229,50.25
Sensor_08617,71.29
Sensor_31045,45.64
Sensor_52296,65.78
Sensor_68905,63.95
Sensor_27956,29.25
Sensor_28216,80.01
Sensor_43941,86.37
Sensor_42949,45.67
Sensor_53111,27.11
Sensor_83897,66.76
Sensor_06953,87.84
Sensor_31117,44.46
Sensor_85313,25.5
Sensor_15772,17.36
Sensor_82934,39.63
Sensor_60127,82.98
Sensor_59252,55.62
Sensor_10781,17.62
Sensor_34409,81.48
Sensor_02038,23.27
Sensor_26094,58.52
Sensor_35856,67.45
Sensor_37116,24.07
Sensor_10986,79.91
Sensor_53496,77.16
Sensor_19984,28.5
Sensor_09032,36.54
Sensor_28629,14.63
Sensor_67569,55.32
Sensor_35243,79.27
Sensor_56487,40.7
Sensor_32132,76.74
Sensor_45996,50.89
Sensor_44726,66.63
Sensor_61840,36.7
Sensor_06050,12.97
Sensor_06569,50.05
Sensor_69765,56.13
Sensor_75414,43.23
Sensor_89742,84.44
Sensor_06412,46.59
Sensor_88422,25.09
Sensor_03988,82.45
Sensor_87036,43.45
Sensor_40022,55.42
Sensor_88055,40.6
Sensor_36944,60.23
Sensor_84628,31.78
Sensor_44944,62.54
Sensor_36321,46.54
Sensor_54534,11.89
Sensor_38869,43.69
Sensor_22542,20.65
Sensor_07027,63.0
Sensor_34952,78.12
Sensor_50286,32.52
Sensor_73845,32.54
Sensor_09521,61.88
Sensor_42958,87.09
Sensor_55158,34.47
Sensor_46205,86.66
Sensor_54852,18.08
Sensor_56356,83.74
Sensor_18063,57.33
Sensor_71184,18.04
Sensor_03956,45.88
Sensor_53469,65.05
Sensor_81502,21.44
Sensor_38738,35.73
Sensor_03752,23.92
Sensor_87577,22.38
Sensor_55266,57.03
Sensor_03491,51.96
Sensor_85379,47.67
Sensor_03975,40.96
Sensor_26038,64.0
Sensor_16545,65.01
Sensor_26849,35.04
Sensor_36989,65.08
Sensor_30670,49.62
Sensor_57018,77.35
Sensor_76805,59.2
Sensor_70221,39.98
Sensor_66643,50.02
Sensor_45772,72.6
Sensor_16197,25.71
Sensor_80937,64.92
Sensor_88233,53.19
Sensor_35248,49.46
Sensor_13721,75.88
Sensor_76791,14.38
Sensor_84372,13.96
Sensor_51735,11.43
Sensor_31573,43.52
Sensor_66996,78.42
Sensor_40078,43.48
Sensor_45171,20.6
Sensor_53002,72.63
Sensor_10678,61.96
Sensor_52791,29.62
Sensor_69670,52.45
Sensor_15917,20.85
Sensor_63905,12.75
Sensor_45451,28.74
Sensor_89213,58.18
Sensor_52710,51.68
Sensor_41620,25.59
Sensor_81828,65.68
Sensor_12240,34.1
Sensor_85438,12.77
Sensor_70596,21.45
Sensor_83273,75.65
Sensor_23216,11.54
Sensor_45409,75.76
Sensor_75278,46.88
Sensor_28885,46.43
Sensor_42286,51.81
Sensor_84441,36.38
Sensor_55145,69.91
Sensor_72672,32.7
Sensor_12583,33.89
Sensor_63105,23.88
Sensor_17897,61.4
Sensor_61080,64.58
Sensor_13006,14.33
Sensor_84284,35.91
Sensor_51932,40.42
Sensor_02890,44.83
Sensor_53027,31.68
Sensor_65435,83.13
Sensor_43860,89.75
Sensor_35361,48.22
Sensor_35897,85.69
Sensor_29557,83.82
Sensor_81700,26.42
Sensor_10672,74.05
Sensor_41701,17.68
Sensor_43755,79.38
Sensor_64166,17.63
Sensor_79492,26.96
Sensor_31241,22.27
Sensor_64547,54.06
Sensor_40844,49.99
Sensor_67556,80.45
Sensor_56145,52.65
Sensor_81701,45.53
Sensor_50437,40.69
Sensor_30591,17.12
Sensor_39201,23.91
Sensor_61331,65.5
Sensor_35541,25.35
Sensor_04411,55.29
Sensor_07713,13.47
Sensor_48340,30.06
Sensor_15273,49.44
Sensor_17466,53.61
Sensor_36714,52.36
Sensor_68335,24.12
Sensor_39583,52.53
Sensor_52960,13.14
Sensor_59859,19.17
Sensor_15358,31.92
Sensor_81287,18.03
Sensor_62944,64.08
Sensor_42026,46.32
Sensor_53889,30.11
Sensor_85360,27.82
Sensor_02787,89.2
Sensor_59311,23.31
Sensor_54421,57.52
Sensor_57554,67.23
Sensor_55790,17.54
Sensor_63607,63.65
Sensor_51289,18.16
Sensor_15543,76.08
Sensor_10255,45.45
Sensor_25097,27.39
Sensor_52263,67.72
Sensor_41074,85.82
Sensor_53733,39.77
Sensor_33141,45.41
Sensor_78444,44.98
Sensor_89961,26.76
Sensor_59184,85.7
Sensor_12739,29.14
Sensor_44496,21.37
Sensor_16870,56.03
Sensor_50629,59.22
Sensor_09395,72.3
Sensor_76066,42.48
Sensor_52725,63.61
Sensor_10777,40.46
Sensor_40341,41.67
Sensor_67335,41.39
Sensor_38418,29.2
Sensor_26729,35.37
Sensor_41886,42.78
Sensor_38397,34.22
Sensor_65619,36.08
Sensor_63159,36.45
Sensor_78775,87.72
Sensor_74047,84.35
Sensor_74787,74.94
Sensor_88999,88.57
Sensor_53774,58.45
Sensor_38227,54.92
Sensor_08274,19.49
Sensor_63040,39.03
Sensor_57002,42.49
Sensor_55162,22.42
Sensor_62340,14.6
Sensor_71938,40.18
Sensor_69775,36.53
Sensor_04167,78.46
Sensor_08922,74.25
Sensor_83485,18.89
Sensor_10246,14.67
Sensor_61907,25.22
Sensor_52394,70.35
Sensor_56555,57.09
Sensor_29724,62.73
Sensor_64249,44.89
Sensor_69167,70.79
Sensor_50911,62.07
Sensor_67183,38.77
Sensor_12129,82.18
Sensor_84714,79.84
Sensor_24589,72.61
Sensor_76428,66.61
Sensor_49269,19.08
Sensor_38699,16.85
Sensor_37869,15.58
Sensor_74158,52.19
Sensor_22998,20.67
Sensor_38426,31.35
Sensor_30752,16.69
Sensor_56834,52.9
Sensor_07242,71.42
Sensor_78080,18.51
Sensor_33850,15.17
Sensor_68786,78.34
Sensor_06059,85.57
Sensor_14879,49.82
Sensor_47130,60.62
Sensor_35721,30.2
Sensor_22150,45.82
Sensor_02124,29.91
Sensor_36107,65.03
Sensor_15466,54.16
Sensor_48187,40.17
Sensor_82935,32.66
Sensor_57630,24.15
Sensor_22486,13.07
Sensor_18930,79.78
Sensor_33503,21.42
Sensor_25046,78.43
Sensor_42508,78.48
Sensor_12890,82.96
Sensor_83888,69.97
Sensor_35453,49.83
Sensor_01359,63.09
Sensor_35250,69.2
Sensor_79024,82.09
Sensor_82958,15.92
Sensor_70203,19.69
Sensor_13241,17.31
Sensor_36853,59.16
Sensor_08473,78.28
Sensor_00135,30.21
Sensor_83907,70.27
Sensor_34111,86.01
Sensor_65294,52.38
Sensor_23451,16.0
Sensor_56176,87.07
Sensor_16171,60.92
Sensor_64247,13.59
Sensor_76247,37.96
Sensor_21969,32.52
Sensor_37145,13.39
Sensor_32094,20.64
Sensor_52680,14.07
Sensor_83181,22.24
Sensor_34990,73.9
Sensor_80599,34.39
Sensor_53492,54.74
Sensor_12816,53.43
Sensor_82524,66.19
Sensor_75993,32.08
Sensor_46189,12.39
Sensor_39807,51.28
Sensor_52138,56.06
Sensor_88041,66.15
Sensor_20203,88.77
Sensor_88573,28.77
Sensor_74576,71.08
Sensor_02296,57.22
Sensor_28986,58.36
Sensor_17544,70.36
Sensor_37312,38.84
Sensor_33674,38.53
Sensor_21321,20.15
Sensor_61015,78.05
Sensor_50373,38.31
Sensor_58798,83.35
Sensor_09556,23.82
Sensor_43804,72.43
Sensor_64258,10.55
Sensor_30786,62.62
Sensor_08764,51.27
Sensor_64205,70.08
Sensor_74264,32.29
Sensor_15932,32.11
Sensor_55582,62.64
Sensor_04746,88.5
Sensor_12340,18.96
Sensor_14838,20.68
Sensor_87635,57.95
Sensor_33663,51.63
Sensor_80946,52.2
Sensor_49539,84.44
Sensor_07317,65.34
Sensor_73121,89.27
Sensor_48220,59.87
Sensor_16503,71.38
Sensor_18300,18.54
Sensor_22997,20.82
Sensor_60868,12.55
Sensor_23204,15.59
Sensor_44197,65.25
Sensor_09285,65.2
Sensor_53223,27.34
Sensor_59176,74.7
Sensor_30878,86.5
Sensor_19216,22.89
Sensor_77524,12.66
Sensor_59929,49.82
Sensor_65468,35.94
Sensor_29192,75.37
Sensor_58676,47.6
Sensor_64288,40.08
Sensor_04007,29.62
Sensor_06059,89.58
Sensor_46929,79.51
Sensor_60101,35.06
Sensor_84837,13.69
Sensor_61831,47.31
Sensor_73767,18.79
Sensor_41354,17.05
Sensor_88352,13.06
Sensor_44050,83.17
Sensor_14358,50.6
Sensor_15261,87.46
Sensor_36144,22.74
Sensor_70347,39.23
Sensor_29191,77.63
Sensor_70916,15.69
Sensor_38258,26.03
Sensor_50733,15.03
Sensor_45901,75.22
Sensor_01421,16.24
Sensor_59431,49.16
Sensor_22374,64.94
Sensor_40409,25.52
Sensor_09104,67.39
Sensor_22041,14.29
Sensor_16202,45.67
Sensor_68577,52.57
Sensor_32588,53.98
Sensor_42604,10.43
Sensor_82365,56.59
Sensor_21263,64.29
Sensor_79776,21.35
Sensor_75493,40.38
Sensor_73744,36.4
Sensor_89963,47.04
Sensor_15585,61.73
Sensor_64889,19.41
Sensor_12776,14.01
Sensor_31955,87.97
Sensor_63033,77.34
Sensor_64330,63.56
Sensor_18585,47.18
Sensor_11692,80.6
Sensor_36733,84.44
Sensor_77594,67.87
Sensor_08101,49.72
Sensor_86078,89.75
Sensor_25688,60.06
Sensor_14105,26.96
Sensor_88424,43.96
Sensor_49349,52.76
Sensor_36821,77.49
Sensor_04274,63.47
Sensor_76363,71.73
Sensor_76995,87.21
Sensor_69041,43.14
Sensor_84361,24.43
Sensor_54817,12.54
Sensor_68786,34.13
Sensor_69734,36.37
Sensor_60306,20.44
Sensor_63490,83.21
Sensor_37880,19.9
Sensor_22235,25.96
Sensor_59003,39.72
Sensor_31488,16.82
Sensor_87351,33.55
Sensor_70255,68.56
Sensor_61712,43.25
Sensor_47631,86.34
Sensor_14442,30.44
Sensor_80544,37.35
Sensor_56891,65.84
Sensor_18911,48.05
Sensor_18830,45.44
Sensor_69299,31.45
Sensor_80925,65.72
Sensor_71296,86.5
Sensor_07080,57.27
Sensor_42656,86.72
Sensor_35536,15.96
Sensor_80662,63.34
Sensor_49842,34.52
Sensor_06522,74.08
Sensor_49853,67.01
Sensor_82590,25.31
Sensor_74709,71.51
Sensor_49847,65.41
Sensor_26952,87.18
Sensor_57328,69.32
Sensor_68897,15.65
Sensor_21337,85.73
Sensor_57581,11.82
Sensor_49888,19.25
Sensor_83740,44.73
Sensor_15678,24.16
Sensor_40203,87.82
Sensor_35600,63.47
Sensor_15270,50.28
Sensor_02466,84.31
Sensor_29382,88.64
Sensor_50289,50.57
Sensor_59880,14.58
Sensor_19411,65.14
Sensor_79648,68.37
Sensor_77717,75.7
Sensor_27937,42.49
Sensor_78504,71.83
Sensor_72779,35.97
Sensor_82642,35.37
Sensor_72115,41.4
Sensor_13904,46.22
